Date,Agua_de_Beber_1963_Version,Aguas_de_Marco_Waters_of_March,Baby_I_Love_Your_Way,Back_in_Black,Better_Together,Billie_Jean,Bold_As_Love,Born_In_The_U.S.A,Break_Free_feat_Zedd,Break_on_Through,Brick_House,Coming_Home,Contact,Dancing_In_The_Dark,Dont_Worry_Be_Happy,Easy_Extended,Forget_You,Get_Lucky,Gimme_Shelter,Glory_Days,Got_to_Be_Real,Gravity,Holocene,I_Want_You_Back,Is_This_Love,Jamming,Lets_Groove,Levels_Original_Mix,Light_My_Fire,Little_Ghetto_Boy,Love_On_Top,Lovers_Carvings,Motherboard,Movin_Out_Anthonys_Song,My_Cherie_Amour,Ooh_La,Rich_Girl,River,Rolling_in_the_Deep,Sara_Smile,Seaside,Shake_Your_Body_Down_To_The_Ground,Sleepyhead,Slip_Slide,Slow_Dance,Sofa_Song,Someone_New,Starry_Eyed,Stayin_Alive,Stereo,Sunday_Candy,The_Girl_from_Ipanema,Thriller,Treasure,Use_Me,You_Make_My_Dreams,You_Rock_My_World_With_Intro,Latch_feat_Sam_Smith,Wish_You_Were_Here,Smooth_Criminal,Sir_Duke,Signed_Sealed_Delivered_Im_Yours,Rather_Be_feat_Jess_Glynne,Part-Time_Lover,Money,Just_Friends_Sunny,I_Will_Wait,Ho_Hey,Hey_You,Boogie_On_Reggae_Woman,Black_Or_White,Behind_Blue_Eyes,Beat_It,Beast_Of_Burden,Babel,Thrift_Shop_feat_Wanz,That_Girl,Sunday_Morning,Smooth_Sailin,Mirrors,Lisa_Sawyer,Kids,I_Got_You_I_Feel_Good,Get_Up_Offa_That_Thing_1991_Edit,Get_Down_on_It,Flowers,Electric_Feel,Cant_Hold_Us_feat_Ray_Dalton,Brown_Skin_Girl,Yellow,When_We_Get_By,When_I_Was_Your_Man,Viva_la_Vida,Stir_It_Up_Original,Should_I_Stay_Or_Should_I_Go,Needy_Girl,Lonely_Boy,London_Calling,Life_In_Technicolor,Call_Me_Maybe,Buffalo_Soldier
7/1/21,270,6027,4120,4144,6155,8503,164,675,9429,9524,9174,6376,5278,9890,841,6431,2530,2338,9159,7995,4155,2501,2254,679,1696,8786,196,5945,3055,9500,5487,3327,1540,4841,4499,2835,2288,3274,5137,5896,2529,1522,5864,520,2276,8477,4336,6728,1130,5371,2744,9711,2949,4405,892,439,5386,9841,5191,476,6510,1368,7901,372,4263,1683,2121,1447,9801,2224,1636,912,2576,7641,176,3193,1281,8237,8999,5296,115,3323,9714,6784,502,4439,4802,3593,4134,7361,1892,1124,8985,1312,4287,5197,7766,2514,1269,3081,3991
7/2/21,2497,1560,9862,9078,2221,2449,8648,2489,1392,1078,5582,3757,9357,553,4395,4873,2977,2951,4513,6052,9243,4366,8373,5708,2297,6198,4098,7093,7092,4319,4246,1001,688,7419,9880,6856,163,7721,2995,3729,3296,5713,2267,2560,5460,2497,7658,4240,1377,986,5860,2855,8342,3247,256,3743,4056,8701,3044,4941,7754,5956,3923,9515,5800,6601,3180,2776,3583,9003,4595,4738,4301,792,5515,3917,3138,8756,8113,5083,9893,4075,4483,5424,1905,6299,3268,9820,9408,9175,5642,1646,8358,5781,4277,1939,359,8812,3037,2316,7649
7/3/21,4628,5558,7727,1831,3898,474,994,4710,7800,595,1079,8975,9973,6370,3453,3663,412,742,2991,346,36,4636,9355,3697,4001,108,4809,5954,2288,201,6653,8005,7623,9915,847,2341,1115,3891,6641,6662,6690,5925,6233,9217,2198,8182,6166,3472,8896,4413,932,4638,4378,3792,1697,3448,3232,1435,5756,8683,8925,6220,6421,8314,2493,9329,397,8434,2659,5236,2343,7973,779,199,5247,9786,7452,9359,6947,6563,1336,3391,3175,8195,7774,6193,5469,7214,5035,809,5101,6878,1857,4011,4452,499,8348,6565,5975,7270,6336
7/4/21,9551,5280,1543,5022,5378,1497,2328,8397,793,578,7382,7351,589,4876,6492,6433,5461,2719,7433,7578,3932,8248,5966,2006,7199,6056,1434,1766,3388,9979,3109,5300,9679,157,1066,9980,8291,804,369,7709,1112,6201,3504,2117,7259,5619,7659,2275,4099,1416,7895,7093,2905,3736,9369,3206,4487,2955,1075,2140,4701,1825,313,5660,9096,5345,3749,4776,9606,2052,4694,3823,4869,1023,5592,1498,2599,9898,3100,7972,9649,6672,5498,7329,7968,1929,1105,6473,4979,2723,7909,5058,1334,2699,5385,5863,5433,992,9354,5212,9560
7/5/21,2753,2341,4503,8104,2225,2236,8431,2644,9410,646,9503,4711,7411,2656,2906,7525,69,6326,2036,189,8702,8246,9569,8498,5953,2970,3740,5506,8202,731,526,1695,6874,9767,8873,5547,5568,1940,276,9541,4018,1405,6874,5490,9726,7153,4994,1425,9866,1728,3879,9490,1039,3868,885,9909,4293,1628,4407,1293,1968,5624,6063,4299,8364,1859,7072,9722,3793,3217,9580,570,3623,7660,4673,9143,9324,4256,9529,8003,8120,653,1130,3577,4055,3614,6921,4598,8072,1976,4142,5779,6552,2997,7611,3476,3109,3780,5,8416,41
7/6/21,3324,4069,1947,4115,1781,961,9957,1703,2779,1465,464,6395,1199,1857,8542,891,6683,1033,2446,7413,8613,2696,6917,3600,4559,452,5471,9487,4129,8193,3847,7256,4323,1169,2422,7428,4558,9100,3610,8346,5023,7349,8204,9680,3200,2046,1866,6759,2895,3999,2698,5358,709,6009,9379,5119,1185,5199,8524,294,1714,9664,6446,9030,7421,1634,3751,504,1719,1797,7257,8269,5694,8237,6684,899,8789,3651,4796,7639,5002,8206,5238,1684,9566,9576,9042,7568,846,2951,8947,6956,2950,6995,7648,2096,6701,2943,442,8921,7551
7/7/21,3368,7552,5912,4329,1388,6339,3031,8741,8114,517,363,8876,614,9989,6799,7711,9097,4738,476,1526,2077,3903,2785,2479,9670,6663,6560,4001,5507,7949,5634,9642,1805,7232,7240,5024,4358,1362,2831,8206,9346,4957,21,475,1708,2931,4181,3718,2724,1822,7138,7817,1721,2590,1367,9635,9183,6267,2034,1619,7532,152,8104,2814,945,2837,9884,1090,8073,6757,356,9581,3116,5718,3080,5452,6111,4631,8435,5985,191,7189,5517,8749,3785,5716,3079,1724,5030,3953,7943,2929,4181,265,4766,1716,6487,4548,7929,6391,8445
7/8/21,1682,5619,2812,1744,777,1922,7715,9421,7176,9968,6573,9128,1724,8980,5098,5945,956,2475,4496,2021,3363,4186,7023,8891,5819,9514,2147,2370,2363,5826,9332,8589,7763,2684,4984,257,5283,5282,4754,9963,2030,2357,5156,7549,7098,5393,8648,6778,6773,1118,9821,6698,3814,6857,7122,4544,7737,4593,29,589,4360,1308,8649,9750,6208,2883,546,4929,4771,9858,9761,3364,3845,8827,1802,5477,8614,7133,5821,4391,8250,6348,4264,4934,200,9567,785,117,2508,8862,1764,9918,6109,8954,6119,380,1027,7737,3443,7005,467
7/9/21,5709,7711,4113,2299,8735,243,4969,4751,1812,1962,2124,9328,5390,6263,5644,6140,2546,2825,1303,1765,4248,8721,5976,4001,3143,7759,1383,7432,538,3263,4418,5467,1185,1452,1128,1606,8523,7446,3615,4101,5736,5917,1635,4919,9579,4826,9318,3124,9771,7509,889,2864,5582,9302,1964,9110,5975,6406,1962,1602,2356,9361,346,7748,126,8234,8067,227,9,9051,8185,8160,7626,5185,8273,4666,2757,7703,6387,4977,4039,339,8211,9331,1215,7598,7976,2775,7252,8757,1930,3180,2838,5681,7951,995,3474,670,6389,7092,1243
7/10/21,6584,5446,1157,6917,6319,6967,2314,8561,4642,491,6093,3707,5019,7396,3185,7412,1749,2159,780,2902,7069,3880,2354,2309,7573,663,263,532,890,6301,8589,7251,6621,4978,5200,1669,2432,4396,3880,968,4375,971,6803,7033,854,8381,3139,3849,3740,7037,1218,5319,3597,2480,6303,2212,4631,2493,2075,2012,2475,7611,8088,4932,4884,2642,2677,3895,4432,2609,7043,3329,8254,6264,7472,4060,3841,8255,6943,6750,122,5730,781,1781,8700,5849,7050,9460,396,4557,6335,8556,9118,7946,1541,717,5642,8851,1252,6105,2859
7/11/21,2448,1705,1536,7638,9056,505,3064,386,7858,57,9510,8203,1830,9997,3828,8986,855,7938,7959,5638,9071,7108,5867,2354,4852,4260,6725,5631,3829,1520,4187,4880,8049,4566,8984,7584,7812,377,3872,1917,5626,9049,3914,99,7819,6189,6216,4286,6203,9845,8398,8820,2095,1529,975,8660,1511,7992,9115,9755,4285,5367,3704,9029,1863,8294,3187,9985,4580,6044,506,8157,7558,1326,3837,182,1583,655,6540,1413,6233,2560,4360,5091,3750,250,5391,8667,3986,2601,6546,9642,1222,4119,8680,664,655,6434,270,4366,9177
7/12/21,4407,9223,4029,8836,9020,844,6409,4444,536,1741,6184,4045,5013,3983,6280,6251,2748,5818,7222,9305,8787,4172,9448,2061,7886,7352,4761,8447,1373,1310,4758,7103,7631,1940,9540,9094,4223,7226,417,8182,7891,449,4777,2035,5088,1527,2609,5634,8199,9540,1814,8759,9142,9900,1806,9890,8062,3336,726,2785,525,2764,2031,8664,3359,3014,6821,8904,2701,619,9687,1944,6218,840,7725,617,6840,2334,3592,330,630,313,7878,5267,446,4915,1691,7237,7537,9551,4525,1065,4797,2323,4267,5404,4813,7595,5177,9650,6359
7/13/21,9895,8252,1703,1975,7759,7002,2093,3063,5952,6074,3158,4302,560,2448,1093,8145,842,217,7061,9448,795,6564,7350,4088,9480,2297,9384,6301,9442,5451,3842,6055,4211,2113,7095,8378,4115,8258,8444,8600,2332,185,394,1356,7434,8192,1629,458,5949,1542,3111,4529,6642,4228,8818,8174,5572,5204,5371,4169,4579,7937,8654,5143,8930,1839,7031,4657,527,2982,6363,4455,1147,2242,9939,107,7433,4343,7280,4075,6887,6502,1439,8022,2671,2861,1788,4098,455,7576,4544,7940,3292,5518,6084,9413,1780,7496,8416,5277,7172
7/14/21,6989,4771,8320,4879,5785,2272,6795,4639,7808,2230,351,4987,6242,8168,8995,7194,2079,8347,13,4454,1681,4512,3515,1611,1567,7127,1123,2418,632,8054,3981,5915,7457,3206,4214,1800,9792,9429,8545,6177,7995,1963,5437,9892,3242,1538,2818,8470,4012,1427,2925,2470,901,5207,3607,5263,7182,2093,7813,3697,6758,6603,7082,8337,9922,4604,1711,2564,5251,7981,649,3793,9024,2068,2226,5585,5223,3413,5778,3013,214,9035,4318,5952,9080,760,1747,4710,4153,9655,834,5019,4778,8995,2536,4572,3675,5697,763,8463,4803
7/15/21,979,6374,5564,204,8637,7268,1248,3516,8269,9427,3619,3201,4172,133,6819,5524,2359,5593,4797,5380,306,509,3076,9566,5857,2452,9276,4819,6402,3351,3123,4476,7193,2301,7486,5388,7842,4924,7109,7107,8762,377,816,7301,5478,1150,8589,1426,9851,7081,5612,6089,5078,2877,2783,5327,453,8766,2272,4172,5962,2172,5869,3540,8635,8450,3120,7228,6401,5403,1896,3876,7411,3329,8529,1278,4430,4011,7524,7954,1723,1904,3798,7114,6041,6209,4453,7224,8678,3372,4769,2871,9887,8525,6841,7748,1044,6336,9204,3534,4933
7/16/21,3268,375,679,5155,815,6630,7402,3021,9506,5558,9277,6371,1934,8919,446,5950,7237,4938,6846,2278,4870,9949,2730,5847,7838,7800,65,5767,2612,5926,8127,3891,2412,7970,3856,281,6088,4907,1341,4415,7126,567,4684,7179,4374,1793,4593,8571,4967,4779,6362,9710,440,6116,2850,2793,7655,9634,229,6210,4965,4215,5671,7717,9438,7433,7127,7087,7442,1056,7142,9191,4632,7538,428,8266,3251,4218,1518,9032,7837,8236,6793,4972,8818,4093,3732,7356,8236,5617,1041,8990,5705,2576,2696,7701,1346,6726,2328,9582,7995
7/17/21,8959,6942,7979,2877,3728,9139,7180,7965,1881,449,5067,76,2033,2083,1275,614,9966,332,1664,6809,6435,1769,1639,828,5622,5718,9219,9216,4135,7307,3050,6264,7557,2853,869,564,9113,734,9136,7889,7168,4462,4149,1010,9218,347,4759,7070,2765,5733,8790,449,7409,8874,9106,7504,8363,8686,8802,41,24,5233,2068,6705,9798,5041,3298,9185,3917,7620,1055,970,1820,6360,7898,4087,6260,2307,6393,186,2131,5551,506,298,3298,90,4077,4447,9253,4809,5608,1682,6469,2528,9205,1295,2027,6620,2963,865,5158
7/18/21,4570,1087,5569,6523,7494,717,9489,8531,1427,5602,7479,4769,8635,8102,5359,8362,3750,604,176,2996,1107,3565,2510,9748,6051,7125,5922,1188,1356,6273,5157,4269,1176,4536,4745,5568,9441,3229,8527,7341,849,7913,3618,5247,3252,6877,994,4142,9897,8572,9389,9209,4366,3534,5762,7630,5191,2896,5062,3182,6219,4588,5341,7905,390,2007,8455,8290,4495,3847,9841,1262,382,1560,1362,6741,6092,8471,6206,4171,2762,6436,7605,140,9654,4350,7186,6964,8044,3126,8970,684,3405,565,8949,6541,1839,4409,3499,8443,3962
7/19/21,8869,8393,702,4893,3589,8686,4161,7431,6089,3600,6827,7385,8467,6689,9642,2774,4626,3914,4836,6405,1995,8019,7474,5072,2929,9444,7485,9779,6641,3278,6305,909,6318,7601,9373,4553,4937,8971,5085,5308,9008,4328,2668,1650,7740,6234,181,777,3017,566,2941,5313,7574,7991,452,2191,564,7916,4309,5183,9079,1291,9379,7026,1539,6621,1013,1244,428,5905,3707,1860,9726,9471,7569,8660,6794,2338,2944,8686,1099,7252,1140,6457,9467,5509,6960,828,6385,7196,3448,6086,8592,5870,7511,7253,6787,4908,5444,2855,8506
7/20/21,3812,397,7703,3517,8494,970,251,6877,3792,8573,7306,9232,7764,9955,6797,1504,6924,465,9294,8685,496,6537,1311,6956,1467,474,1719,7110,1246,1258,8849,7702,2900,4916,5049,8707,2245,7413,6298,639,5031,3726,3612,6634,4573,338,8828,3159,6970,4128,1292,1343,874,7853,2878,3421,7005,513,2770,7136,1053,8822,8041,8728,7559,6417,6847,5171,8700,112,571,1060,588,2594,9067,266,3871,4807,3565,9366,1076,2115,5875,1667,7988,6658,584,1541,5898,4601,8368,9286,751,139,3637,7506,6673,9043,3118,7935,1728
7/21/21,8330,2438,2878,3456,9875,441,1200,5647,6431,740,9792,908,2001,2262,2365,5453,4036,8136,6202,8086,5494,2672,2755,3899,7960,1581,1834,9863,2994,9936,9107,1575,7546,7996,6196,8171,9859,7467,1616,3371,7121,2357,2014,5915,5678,1619,9763,6011,9445,1327,1975,2344,8201,2911,519,1258,9978,65,1800,2450,7458,6877,8960,4162,2636,7784,6044,5424,9715,427,51,1684,8779,1412,209,3822,492,6455,389,9669,3065,2448,6088,6451,3744,8650,2211,1382,3263,608,4722,9019,500,8677,7300,3749,1328,2907,1265,5233,1627
7/22/21,1287,3321,2531,4683,2886,7186,7517,957,5764,434,9934,3325,8402,4685,6887,1790,2822,6504,2604,3689,5737,360,7882,7830,6294,4482,2139,2784,4686,2813,2017,420,2817,9168,4735,5509,1906,7504,8827,984,2765,3536,5330,2894,8934,9392,3571,647,5407,2735,9916,8236,9446,6576,1949,670,6605,5539,4662,6453,7709,1000,7284,8133,2737,9203,1995,88,2411,298,1010,7161,5486,6209,5797,3672,3208,4920,7735,8324,9582,8149,2155,374,8737,2193,2490,5878,7132,2090,6572,9228,8649,881,3018,4220,6415,6588,2727,9964,7721
7/23/21,777,1199,7356,6124,7925,6692,7967,3036,4492,7622,2239,9112,5148,5804,3684,1523,5370,1541,2330,3300,8617,7098,9326,15,3819,7841,8752,3577,4447,1593,5508,2767,4188,9782,8436,1731,8252,2284,5935,8215,7766,5019,1573,6200,8155,8225,4676,7231,2683,1668,493,2327,4144,4988,1396,4335,9626,4998,5041,277,1401,769,7274,862,4195,9177,6936,2143,9210,1445,9057,5529,3635,8383,90,2777,5757,8812,6430,5378,2759,7026,7072,8451,1401,9844,5069,9733,4248,2209,8841,6470,3328,7217,1084,6150,7253,6085,4256,1821,7030
7/24/21,7176,5717,7192,7729,118,4722,1834,3496,9634,5303,6349,6797,1580,3800,8777,4608,9488,8609,3430,9559,1461,3182,2519,2076,3859,5188,3805,6192,6517,1807,5632,4280,2076,1164,6338,7518,159,2525,2051,9636,6317,6322,2664,5594,9030,8780,8846,8025,6266,5283,6809,3547,8424,526,5029,9719,7495,2103,2301,2835,2138,5998,7888,632,6097,4254,9559,5160,3248,8138,1447,5238,9948,4920,4492,8769,51,1464,8849,6067,4663,7875,866,1652,3509,5552,419,7848,7339,3719,2949,929,7337,6766,4539,9964,349,5677,5159,4519,8051
7/25/21,6172,9109,5308,5070,28,8035,8833,2753,6763,212,9354,1089,4671,1725,5888,7759,8674,9796,3560,6588,2709,2090,6905,2214,6124,1784,6,8558,2841,6641,6195,1320,9504,9878,4574,9381,8813,9340,3656,1366,6147,2549,1375,2706,4581,1217,1378,2821,9544,40,3117,6212,7559,7883,8122,9500,9639,340,6088,9916,3842,6012,489,1250,8755,5343,4436,4821,6354,4776,658,6621,6284,7747,4440,4844,8120,420,135,6870,2642,2694,620,999,5684,9387,6564,6296,3349,3411,4611,4020,8593,8331,6316,2411,2934,2812,1522,208,7042
7/26/21,8439,1213,8845,364,4152,7953,9553,5058,6578,2324,5344,2576,6696,5013,5789,7625,9111,2639,1452,5813,4490,849,948,6535,4481,1112,9829,6469,4880,214,9390,8237,4115,8747,6973,9824,4337,7639,2493,5835,4828,3202,5080,2727,2637,8475,5865,5054,3605,8173,8507,4040,3449,6876,7144,2114,5480,5892,8663,7296,5209,4906,5373,8057,3963,2686,2301,5733,247,3149,5829,6866,58,5872,4424,8378,8141,7819,6584,8836,959,8106,1864,3877,8212,3910,1592,1636,4594,1696,6138,6876,7647,6800,489,7761,9161,4973,4511,7470,6930
7/27/21,4522,3379,4807,6202,5441,9683,1093,3390,6039,9735,6628,7709,659,9116,4796,9187,2777,4684,1333,288,9080,831,5175,5928,4661,7848,9768,9520,6960,9049,8881,3718,3200,1954,6571,6227,9343,6123,9502,2618,5000,5527,5442,7532,6786,906,4895,5467,230,5146,8591,8,8094,2465,2076,4362,9419,9030,3776,7612,4733,1245,5059,9551,9734,3459,7161,3549,9942,9098,8702,7345,6577,9370,2542,215,4270,2468,2755,6707,6170,1060,6862,8043,691,6985,5977,5783,7313,8222,2603,7448,458,426,8835,5043,864,7416,9874,3189,176
7/28/21,9541,1145,547,5590,367,9205,292,9473,7161,6417,213,2383,3421,1680,960,190,8460,225,4211,4837,484,6584,1895,3531,6196,9934,8926,90,327,4878,7015,8044,1403,4687,7828,534,1170,1880,2362,5438,5872,4864,4125,526,5643,2695,5633,9180,5572,8740,4851,7797,5107,3197,49,640,4189,3636,9453,2112,5787,2623,3677,5073,9404,5544,7800,650,8278,4296,5317,5889,9480,9110,445,7430,3035,9289,2125,3082,2893,5000,5118,5922,7454,3797,3317,809,5372,7176,2522,8959,4446,9971,7920,9628,9740,415,5614,1454,8848
7/29/21,1576,9950,8702,8045,5721,8414,7987,161,7702,7773,8743,494,4812,9339,6687,3511,9972,3289,5762,6065,5887,8438,3393,2830,6674,2976,7569,9968,571,965,446,5375,240,5350,6249,6877,7461,7007,6616,1236,4198,1136,5295,7026,2566,4035,7319,7731,6232,2111,9902,1357,2282,2450,4081,3964,7156,9506,4173,7505,3664,500,4847,5379,5771,3360,3417,3490,659,2580,2802,7723,9590,4523,887,1303,3146,9354,9031,8040,2887,1408,5942,802,447,7391,8413,9336,2171,206,5797,5093,1335,4487,2312,4032,8689,6325,8039,7168,4286
7/30/21,6495,2774,3873,9833,9574,2911,1653,8249,188,5294,9557,5386,732,8225,9236,3854,1519,7007,4071,9705,66,5597,8562,4313,4164,1564,8070,3512,7191,8036,5209,8031,6101,1053,8343,8627,1195,1691,1791,1787,3649,5209,3224,3186,7697,3349,9387,5568,7184,2889,852,960,9547,1216,5531,5080,271,878,9978,4903,9424,7319,8930,8671,6473,1888,146,8660,6891,3827,3451,8783,4443,1293,2218,7802,8777,9270,2345,885,3086,944,2075,554,9805,9236,2524,5351,3527,2975,4259,1630,8278,7034,1531,3668,817,6289,3716,9083,7514
7/31/21,1626,5322,9831,5514,6677,5198,2979,8276,6814,8759,5158,6679,5258,126,9159,4523,5458,5783,9420,4042,7816,2210,8458,2158,8517,3697,9490,2711,3755,9526,956,8607,3152,1951,3117,8039,9326,911,9929,8933,4777,3064,2890,9035,1065,2019,6516,2562,3837,234,2933,1459,2807,2703,6595,8455,2300,6087,4144,8427,323,6246,9752,7748,7702,2375,1401,1140,144,6112,1202,6139,7272,8613,7311,9682,2721,5869,7536,3043,8570,3302,6736,3581,5813,2302,6120,7335,5691,6369,7448,8217,9232,8487,2768,2685,9653,5824,5899,1832,3821
8/1/21,1062,8333,3035,4942,137,1625,8018,9978,7204,9410,8261,6378,6336,9955,4216,5514,7300,7020,7449,7539,8136,9781,4202,6487,8002,3686,599,2167,1188,1272,8579,693,8373,9754,4912,1902,9460,7496,8563,2195,6268,6499,4004,8115,1234,3697,3606,226,4832,2253,9619,8862,475,3594,2858,8336,4819,8682,9664,3281,3907,8004,2137,8350,3260,675,500,6087,3324,834,3474,6674,3168,5682,2145,7562,351,7901,3342,6842,845,5600,2291,7019,6110,3720,1729,7683,7045,8424,8879,9958,3693,414,1276,3322,9615,4968,7463,2820,3250
8/2/21,8378,2691,3176,5800,6702,7173,9205,4199,5508,1314,6865,4040,4567,9281,6207,2733,3034,5785,9548,9482,1330,8174,2507,8561,5808,1122,9721,358,129,307,160,236,8202,7882,2120,4657,2159,8602,2974,3478,765,4805,8740,2895,7968,7167,6902,5215,8836,9679,2544,6854,4359,5291,9607,211,2974,1027,7533,3887,7933,1921,713,6660,2745,4180,7397,7201,2925,1490,5619,1330,1074,9756,3061,428,8265,8869,6619,9198,3729,9205,2336,270,9939,3827,9380,7761,5218,7370,2443,5958,7275,7893,9067,563,9803,3525,3486,3283,5188
8/3/21,996,8495,746,5065,9567,5223,2314,4817,6847,2965,9752,2161,7909,6974,585,1893,5770,4536,2434,4554,3478,9283,195,9040,2125,640,6003,8850,6808,5493,4888,5902,1559,9695,2339,9877,8987,2364,1151,176,9253,6428,6485,7330,3262,3877,9646,8838,8947,1822,5382,6226,4021,1035,5858,1151,921,786,3620,6573,3444,2210,282,3674,727,5942,5453,937,405,8447,2353,2836,52,3651,6152,7782,2894,8164,4133,9141,2966,9830,158,2767,4489,6791,7095,1058,7041,2227,8657,972,911,2885,3410,4726,9289,7579,2115,7955,8829
8/4/21,5553,3049,6739,3394,7064,1798,2080,4478,680,2134,7772,7610,5037,7839,6369,3562,5044,9771,2974,6786,1719,1407,6393,1972,7662,8902,4937,3641,606,9666,1260,1735,7528,6023,2155,3589,7193,8746,1835,9489,3979,3792,5550,8414,9510,2546,9545,9596,4147,4928,1095,8234,624,5818,7899,2273,9587,5132,4046,6911,2189,8771,2776,8201,8078,9559,8921,7311,3493,7351,1247,3899,9741,7732,1335,7715,5572,9179,9749,2331,2794,2540,3086,1570,8898,3744,1686,3293,8341,1175,7447,6302,9293,3512,4240,4897,9750,7371,8749,5034,4780
8/5/21,4668,5665,2247,9427,970,4667,5517,5727,4227,3588,3812,410,8188,3152,2257,588,4116,4015,7163,2477,5861,6385,8675,4610,3927,1261,2388,2223,8710,8761,5610,1561,2789,1764,7897,7118,5037,9829,2291,7360,3241,3226,9844,3966,2097,3315,1940,1049,2490,2182,9132,3347,7319,3520,2566,8733,306,6351,7618,4855,5090,9522,1980,5832,1274,9511,4489,8443,6846,693,3623,4909,2075,8139,4050,8143,440,7909,6184,6868,1660,4624,5548,1915,8721,6566,7642,9343,4663,9649,2120,2438,446,6050,8383,535,5614,476,1179,3224,5630
8/6/21,7756,9894,4644,9980,7586,33,463,224,9149,750,9953,2881,7338,7033,2731,4187,8829,710,3526,4393,2622,5624,7668,5174,6888,4950,4953,6074,1257,2698,3687,317,8015,7659,2103,152,5218,2217,3075,6225,9328,10000,2307,2561,394,5901,6589,5629,5178,2049,9380,7051,3985,4202,9642,5867,1910,2864,9785,5017,4783,9811,5816,3022,9515,7663,3591,8364,7365,9367,7931,6915,2003,6265,1584,4310,7734,1436,7766,8029,6566,7581,372,305,9408,3492,5000,5727,261,8081,9444,3132,594,8056,8831,3729,403,1411,6248,5527,7255
8/7/21,55,2809,9873,7713,6057,7314,7877,820,9226,2607,6605,3297,621,2482,6922,6691,7779,2082,8416,1749,9573,4891,3112,6058,4694,6758,1429,8288,7263,2815,4841,990,3732,7076,947,2422,8774,1880,734,5273,3026,6847,9962,3564,6574,2336,9709,8887,8446,5139,722,7951,5100,5706,9123,7626,6232,6935,5062,6639,6547,3542,6282,3469,3936,7366,2428,7999,5567,7170,2078,1558,4839,7862,8526,7609,8997,2119,3314,8401,2285,5253,4056,936,9480,5857,3406,3694,6669,8239,5758,812,7919,1754,8839,2273,6589,9089,9752,212,3469
8/8/21,7177,4939,6615,927,3038,6168,8706,7947,643,7962,3276,5494,864,4794,6077,9060,9331,6802,5198,4138,5580,3067,8531,2624,940,7291,355,6499,2795,5188,5274,3885,5646,8501,2717,3594,1176,8999,6361,3594,7755,6938,9283,5753,7629,2906,2015,6433,1459,1065,1636,9943,8688,8329,7566,9693,5384,5889,2807,3145,6442,7816,5810,5326,9294,5790,1935,1705,7478,2204,9526,4855,990,4710,9232,4255,6546,6448,4625,6722,5300,1119,6444,5937,5655,4078,3633,2229,1498,1797,8345,1187,9127,2774,8739,2990,1115,1217,9190,3328,6898
8/9/21,8870,4904,1932,5625,5634,4666,1356,5426,3382,55,7637,2105,4494,7751,1826,3303,5804,1904,3890,1686,7238,9947,8850,62,4445,3743,5632,1236,2870,5520,8351,4740,9488,8738,8347,585,8352,2792,5824,1990,9671,211,2749,778,1908,5421,3111,2192,9896,5268,5138,7529,6756,9207,2929,788,380,3793,1545,4276,7396,4675,6070,2272,8318,7954,5949,6371,8334,489,3534,5043,8633,6688,932,3129,8763,5408,854,2911,8482,6096,6924,7436,8919,7419,2020,7529,612,1198,3907,2879,4881,3629,4952,3816,3400,4073,8947,7677,6318
8/10/21,5915,5234,7452,5008,5888,6979,6735,7833,4858,2325,8078,8043,7778,3077,2324,1439,209,2682,7478,1634,7986,3121,6795,667,6934,7233,2107,5432,3220,9213,8511,7860,5954,8619,3911,6537,3133,2345,594,1674,366,4260,2293,6248,7592,1618,7343,3810,7852,284,270,8730,3222,6586,9207,2602,4324,7909,8419,7786,8310,4412,8676,3598,5058,1272,9185,1107,1081,3353,8253,3592,6509,3151,5394,2673,2645,9619,2376,4921,8640,2475,1904,6417,8212,5537,5971,6765,3998,3844,2698,7793,9347,6663,3294,1835,6406,6396,9662,9756,9042
8/11/21,6313,2504,6830,3611,122,7364,7521,767,5864,4316,4894,5550,5244,7106,6837,8307,3858,811,7803,3463,7865,1175,2189,7696,2342,2124,6622,7526,1099,7787,8139,2038,488,5143,1420,2202,5461,877,8897,3460,2519,2304,8013,4593,910,8548,4296,8441,2770,3332,603,2689,4481,4000,2532,1867,4508,7933,6867,9657,2408,9296,4075,2037,7515,8764,7484,7114,2986,3834,9150,4231,5689,7514,1181,4529,1921,2633,2965,5811,4091,6371,9625,9920,6933,1883,6719,8413,2729,6887,8219,4181,1957,1889,5026,8946,9827,8756,7868,3725,8059
8/12/21,5834,7585,288,6380,1602,8220,9810,637,2384,3115,8529,6568,9404,988,3446,6798,5280,4619,794,6841,4441,9911,7453,5431,8020,8084,8180,3123,1545,2916,2463,4580,3956,6763,348,2191,2146,4434,46,9211,7054,8422,9859,3315,1217,2581,4340,5833,4444,6216,6314,2535,6194,2242,4121,7141,7061,5337,4641,7028,8964,4899,5944,8928,4034,6892,1757,4806,3120,907,4653,9286,2563,5792,9412,7612,2757,2098,102,2707,6378,3999,169,1900,8515,2090,2830,7099,310,3253,4413,2031,2893,3681,4834,1406,4199,3285,3259,8930,7780
